source,target,weight
imflopadaa,cervejadgarrafa,1
homo10sapiens,JRBRONKO,1
homo10sapiens,cesarcalejon1,1
homo10sapiens,buarqueana13,1
homo10sapiens,TiciaEvans,1
homo10sapiens,RonaldoJBBarros,1
homo10sapiens,P_de_Plotino,1
homo10sapiens,OceanAlves,1
homo10sapiens,Naradmoraes,1
homo10sapiens,MarcelaSaraivas,1
homo10sapiens,EdsonFilho74,1
homo10sapiens,consallys,1
homo10sapiens,DREEZ_171,1
homo10sapiens,Cro_thom,1
homo10sapiens,CarlosS48442375,1
homo10sapiens,AngelJones_13,1
hiago9911,marcosaraujjoo,1
hiago9911,joaodomenech,1
hiago9911,euailze,1
hiago9911,consallys,1
homo10sapiens,claudiofalatudo,1
homo10sapiens,daniduncan,1
imflopadaa,buarqueana13,1
humbertob209,MauricioCostaRS,1
igorxps_,BrunoCalixto22,1
igormartzell,nadiaprado7,1
igormartzell,lazarorosa25,1
igormartzell,cesarcalejon1,1
igormartzell,buarqueana13,1
igor_piratini,Suzano_info,1
hummingbird_cc,AlvesContabeis,1
humbertob209,Suzano_info,1
humbertob209,JoaquinTeixeira,1
homo10sapiens,edsozx,1
humbertob209,CinthiaMagal,1
homo10sapiens,zurenemanique,1
homo10sapiens,oicram2016,1
homo10sapiens,netto41,1
homo10sapiens,nadiaprado7,1
homo10sapiens,marcosaraujjoo,1
homo10sapiens,lazarorosa25,1
homo10sapiens,euailze,1
jchaves1111,Lindasod,1
jchaves1111,Suzano_info,1
justiceira_la,Kaiqueporto32,1
jchaves1111,UdaJuris2022,1
joao_merisio,DCDM115,1
joao_merisio,BrunoCalixto22,1
joao_marcos35,joaovoltou,1
joao_marcos35,Na_Kamache,1
joao_marcos35,KaiolOof,1
joao_marcos35,FelipeFrazaorj,1
joao_marcos35,Claudinhaura,1
joao_marcos35,BrunoCalixto22,1
joao_marcos35,BaraoFarias,1
joanadestra,marianelazaro,1
joanadestra,JoaquinTeixeira,1
joanadestra,FelipZimmer,1
jjunior19715870,Suzano_info,1
jjunior19715870,RozanaFranco,1
jjunior19715870,Elainnefaria1,1
jjunior19715870,Danicarlasou,1
jjunior19715870,DCDM115,1
jjsouzas,JoaquinTeixeira,1
jiranalves76,JoaquinTeixeira,1
joao_merisio,Danicarlasou,1
joaoalberico,Brasil_shelby,1
joaodomenech,EdsonFilho74,1
josue_aron13,claudiofalatudo,1
justiceira_la,CinthiaMagal,1
juracema_de,zurenemanique,1
juracema_de,marcosaraujjoo,1
juracema_de,lazarorosa25,1
juracema_de,VanessaCruzs2,1
juracema_de,LulaoRei,1
juli13_julio,Danicarlasou,1
jrelisiar,vanete_araujo,1
josue_aron13,cesarcalejon1,1
joaodomenech,MarcianoBrito13,1
josue_aron13,buarqueana13,1
josue_aron13,_Janoninho,1
josue_aron13,ZellFlorizel,1
josepasandoval,marcosaraujjoo,1
joaodomenech,lazarorosa25,1
joaodomenech,fonncllau10,1
joaodomenech,cesarcalejon1,1
joaodomenech,cervejadgarrafa,1
jhemyson,lugubremonotomo,1
jhemyson,John_N4varro,1
jeorgitogomes,lazarorosa25,1
jeannyy,DREEZ_171,1
jeanpsebastiao,CinthiaMagal,1
jeannyy,nadiaprado7,1
jeannyy,lazarorosa25,1
jeannyy,euailze,1
jeannyy,consallys,1
jeannyy,cesarcalejon1,1
jeannyy,cervejadgarrafa,1
jeannyy,MarcelaSaraivas,1
jean_c_d_,Suzano_info,1
jeanpsebastiao,Danicarlasou,1
jean_c_d_,JoaquinTeixeira,1
jcsobralchagas,Suzano_info,1
jcsobralchagas,Luisoli21929060,1
jchaves1111,vanzuty,1
jchaves1111,vanete_araujo,1
jchaves1111,psy_fps,1
jchaves1111,joaovoltou,1
jchaves1111,claryene,1
jeanpsebastiao,DCDM115,1
jeanpsebastiao,JoaquinTeixeira,1
jeorgitogomes,euailze,1
jef121,joaoeliud,1
jeorgitogomes,consallys,1
jeorgitogomes,cesarcalejon1,1
jeorgitogomes,cervejadgarrafa,1
jeorgitogomes,_Janoninho,1
jemiliosilva7,MauricioCostaRS,1
jef121,vanzuty,1
jef121,psy_fps,1
jef121,joaovoltou,1
jef121,Paulo_Dupont,1
jeanpsebastiao,Karinegtoledo,1
jef121,MauricioCostaRS,1
jef121,Kaiqueporto32,1
jef121,John_N4varro,1
jef121,JoaquinTeixeira,1
jef121,Edu210670,1
jef121,DCDM115,1
jeanpsebastiao,aro_marcia,1
jeanpsebastiao,Luisoli21929060,1
hiago9911,EdsonFilho74,1
heteromachosim,Wallcostajf,1
herondionisio,MauricioCostaRS,1
herondionisio,JoaquinTeixeira,1
gaivotabranca,Kaiqueporto32,1
gaivotabranca,JulianaAmorasP,1
gaivotabranca,John_N4varro,1
gaivotabranca,FranLSNeto,1
gaivotabranca,FelipeFrazaorj,1
gaivotabranca,EMorengueira,1
gaivotabranca,Christi59322080,1
gaivotabranca,CRISTOLUZ1000,1
gaivotabranca,BayerNany,1
gaivotabranca,Alex__Lemos,1
gabrielpaulo221,nayarathaf,1
gabrielpaulo221,Wallcostajf,1
francimary123,AMaluan2022,1
fmarianoc,queenvermelha13,1
fmarianoc,profalexmarcelo,1
fmarianoc,marcosaraujjoo,1
fmarianoc,claudiofalatudo,1
flavio_bem,nadiaprado7,1
flavio_bem,joaodomenech,1
gaivotabranca,Karinegtoledo,1
gaivotabranca,KaukitoTurismo,1
gaivotabranca,MauricioCostaRS,1
gayLulista13,AngelJones_13,1
gayLulista13,JRBRONKO,1
gayLulista13,IsabelA11063116,1
gayLulista13,EdsonFilho74,1
gayLulista13,DielNascimento4,1
gayLulista13,DREEZ_171,1
gayLulista13,Cro_thom,1
gayLulista13,CrisSilvaSJC,1
gayLulista13,CarlosS48442375,1
gaivotabranca,willmourds,1
gaivotabranca,Simonegomes1981,1
gaivotabranca,vivianesfarias1,1
gaivotabranca,patriamada07,1
gaivotabranca,leojardels,1
gaivotabranca,deborahtelles,1
gaivotabranca,claryene,1
gaivotabranca,aro_marcia,1
gaivotabranca,alexfmotta,1
gaivotabranca,_winston_br,1
flavio_bem,euailze,1
flavio_bem,claudiofalatudo,1
flavio_bem,cesarcalejon1,1
fabiolabarcela,lazarorosa25,1
fbarbosarjbr,Elainnefaria1,1
fatimaventuraa,Wallcostajf,1
fatimaventuraa,FelipZimmer,1
fatimaventuraa,BrunoCalixto22,1
fastasna,botdosul,1
fastasna,Jouberth19,1
facchini_r,JoaquinTeixeira,1
fabiolabarcela,lolaescreva,1
fabiolabarcela,joaodomenech,1
fbarbosarjbr,Suzano_info,1
fabiolabarcela,fonncllau10,1
fabiolabarcela,euailze,1
fabiolabarcela,edsozx,1
fabiolabarcela,daniduncan,1
fabiolabarcela,consallys,1
fabiolabarcela,cesarcalejon1,1
fabiolabarcela,cervejadgarrafa,1
fabiolabarcela,buarqueana13,1
fbarbosarjbr,Lindasod,1
fd2011_1,Suzano_info,1
flavio_bem,cervejadgarrafa,1
fernandaitatiba,goncalves273,1
flavio_bem,buarqueana13,1
flavio_bem,MarcelaSaraivas,1
flavio_bem,EdsonFilho74,1
flavio_bem,DREEZ_171,1
flavio_1957,UdaJuris2022,1
flavio_1957,Kaiqueporto32,1
ffranklinoliv27,FelipZimmer,1
ffranklinoliv27,EstelaEuMesmaSC,1
fernandaitatiba,Wallcostajf,1
fd2011_1,vanete_araujo,1
fernandaitatiba,UdaJuris2022,1
fernandaitatiba,Karinegtoledo,1
fernandaitatiba,Kaiqueporto32,1
fernandaitatiba,DCDM115,1
fernandaitatiba,BiaahD02,1
fernand03093975,KaiolOof,1
fernand03093975,CinthiaMagal,1
fernand03093975,BrunoCalixto22,1
gayLulista13,LucianaMSSanch1,1
gayLulista13,LulaSilvaLivre,1
gayLulista13,MDu2022,1
gleison_cunha,EstelaEuMesmaSC,1
gonzaga_marconi,lazarorosa25,1
gonzaga_marconi,cunha_dil,1
gleyseviana_,lazarorosa25,1
gleyseviana_,cesarcalejon1,1
gleison_cunha,LeoniceMariana1,1
gleison_cunha,John_N4varro,1
gleison_cunha,JoaquinTeixeira,1
gleison_cunha,FelipZimmer,1
gleison_cunha,Danicarlasou,1
guiferreiracode,Luisoli21929060,1
gleicebrabo,claryene,1
gleicebrabo,Danicarlasou,1
gjlbrothers,Wallcostajf,1
gjlbrothers,Danicarlasou,1
giorismarm,lugubremonotomo,1
giorismarm,linapaulaqueir1,1
giorismarm,Suzano_info,1
giorismarm,MarloneBHMG,1
guiferreiracode,KaiolOof,1
guiferreiracode,Suzano_info,1
giorismarm,BrunoCalixto22,1
helenrvitorino,Wallcostajf,1
herondionisio,Danicarlasou,1
herondionisio,CinthiaMagal,1
helisimulator,lira9344529,1
helisimulator,aro_marcia,1
helisimulator,MauricioCostaRS,1
helisimulator,JoaquinTeixeira,1
helenrvitorino,vanete_araujo,1
helenrvitorino,psy_fps,1
helenrvitorino,Karinegtoledo,1
gusta20202,_Janoninho,1
helenrvitorino,John_N4varro,1
helenrvitorino,CinthiaMagal,1
helenagsoo,MarloneBHMG,1
gyyovanna,JoaquinTeixeira,1
gyyovanna,Danicarlasou,1
gusta20202,queenvermelha13,1
gusta20202,marcosaraujjoo,1
gusta20202,cervejadgarrafa,1
giorismarm,CinthiaMagal,1
ghmacambira,aro_marcia,1
gayLulista13,M_Cristian18,1
gayLulista13,TelesCombate,1
gayLulista13,daniduncan,1
gayLulista13,consallys,1
gayLulista13,claudiofalatudo,1
gayLulista13,cesarcalejon1,1
gayLulista13,cervejadgarrafa,1
gayLulista13,cassiooliveir_,1
gayLulista13,buarqueana13,1
gayLulista13,TiciaEvans,1
gayLulista13,SamuraiChines,1
gayLulista13,edsozx,1
gayLulista13,Rosaniba,1
gayLulista13,RonnyCombate,1
gayLulista13,RonaldoJBBarros,1
gayLulista13,PalhaWill,1
gayLulista13,P_de_Plotino,1
gayLulista13,OceanAlves,1
gayLulista13,NoronhaNoronh4,1
SapoBoidas12,Kaiqueporto32,1
gayLulista13,didizinhailha,1
gayLulista13,eliiwelton,1
ghmacambira,UdaJuris2022,1
gayLulista13,velhodoriorj,1
ghmacambira,Kaiqueporto32,1
ghabi_marques,mjmacul_lima,1
ghabi_marques,marcoaurelio969,1
ghabi_marques,MauricioCostaRS,1
ghabi_marques,GgmAndrews,1
georgesrjadv,Elainnefaria1,1
georgesrjadv,Danicarlasou,1
gayLulista13,zurenemanique,1
gayLulista13,tuittage,1
gayLulista13,euailze,1
gayLulista13,oicram2016,1
gayLulista13,netto41,1
gayLulista13,nandatorres21,1
gayLulista13,lolaescreva,1
gayLulista13,lazarorosa25,1
gayLulista13,jamlima77,1
gayLulista13,giordano_girl,1
gayLulista13,fonncllau10,1
justiceira_la,Douglasvet33,1
justiceira_la,Luisoli21929060,1
marleisousa1972,BaraoFarias,1
madelcostas,cesarcalejon1,1
luzia_teofilo,FelipeFrazaorj,1
luzia_teofilo,E_PaKabah,1
lurinaldi1702,_Janoninho,1
lupurpurina,lazarorosa25,1
lupurpurina,euailze,1
lupurpurina,RonaldoJBBarros,1
lulumanaus,_Janoninho,1
luizpon57226662,Danicarlasou,1
luisfrancoeng,vanzuty,1
luisfrancoeng,UdaJuris2022,1
luisfrancoeng,MauricioCostaRS,1
luisfrancoeng,Kaiqueporto32,1
luisfrancoeng,EstelaEuMesmaSC,1
luisfrancoeng,Elainnefaria1,1
luisfrancoeng,AppelLuciano,1
luisalv010474,rsafllics,1
luisalv010474,oicram2016,1
luisalv010474,marcosaraujjoo,1
luisalv010474,lucivaniasousa,1
luzia_teofilo,GleissonOpus,1
luzia_teofilo,John_N4varro,1
luzia_teofilo,alexfmotta,1
lzaana_hotmail,goncalves273,1
madalena_izabel,Suzano_info,1
madalena_izabel,BrunoCalixto22,1
mach16mar,Pittyprovesi,1
mach16mar,GabryelyOlivei1,1
mach16mar,FelipZimmer,1
mach16mar,DCDM115,1
lzaana_hotmail,vanzuty,1
lzaana_hotmail,vanete_araujo,1
lzaana_hotmail,LeoewalF,1
luzia_teofilo,belcrischagas,1
lzaana_hotmail,Danicarlasou,1
lzaana_hotmail,BrunoCalixto22,1
lzaana_hotmail,Alex__Lemos,1
ly_sil123,MarloneBHMG,1
luzia_teofilo,willmourds,1
luzia_teofilo,vanete_araujo,1
luzia_teofilo,rexbonafide,1
luzia_teofilo,marianelazaro,1
luisalv010474,lazarorosa25,1
luisalv010474,kelvin_a10,1
luisalv010474,giordano_girl,1
lucearaujo,SantosClara14,1
luciah1000,CarlosS48442375,1
luciah1000,AngelJones_13,1
luciafcbarbosa,Suzano_info,1
lucearaujo,um_forte,1
lucearaujo,cpavanini,1
lucearaujo,aro_marcia,1
lucearaujo,adrianomenino1,1
lucearaujo,Tio_Mou,1
lucearaujo,Paulo_Dupont,1
luciah1000,MarcelaSaraivas,1
lucearaujo,Kaiqueporto32,1
lucearaujo,Jouberth19,1
lucearaujo,FelipeFrazaorj,1
lucearaujo,FelipZimmer,1
lucearaujo,Elainnefaria1,1
lucearaujo,AndreaDamasce18,1
lucas_simon1324,Suzano_info,1
lucas_simon1324,FelipZimmer,1
luciah1000,EdsonFilho74,1
luciah1000,NoronhaNoronh4,1
luisalv010474,daniduncan,1
luisalv010474,CornetaCritica,1
luisalv010474,claudiofalatudo,1
luisalv010474,adamoantonioni,1
luisalv010474,SamuraiChines,1
luisalv010474,MarcelaSaraivas,1
luisalv010474,M_Cristian18,1
luisalv010474,ElzaAugusta,1
luisalv010474,DREEZ_171,1
luisalv010474,CrisSilvaSJC,1
luisalv010474,CarlosS48442375,1
luciah1000,buarqueana13,1
lucsandart,Suzano_info,1
lucsandart,JoaquinTeixeira,1
luciah1000,marcosaraujjoo,1
luciah1000,lazarorosa25,1
luciah1000,euailze,1
luciah1000,daniduncan,1
luciah1000,consallys,1
luciah1000,cesarcalejon1,1
madelcostas,LucianaMSSanch1,1
madelcostas,consallys,1
justiceira_la,Wallcostajf,1
madelcostas,lazarorosa25,1
marileia2141,FelipeFrazaorj,1
marileia2141,Edu210670,1
marileia2141,Danicarlasou,1
marileia2141,Christi59322080,1
marileia2141,AlvesContabeis,1
mariareginagri2,AppelLuciano,1
marianatatcher,linapaulaqueir1,1
marianatatcher,UdaJuris2022,1
marianatatcher,Suzano_info,1
marianatatcher,Elainnefaria1,1
marianatatcher,Danicarlasou,1
mariahconrado,lidiacorrea20,1
mariahconrado,CarlosS48442375,1
mariaau15487649,psy_fps,1
mariaau15487649,marianelazaro,1
mariaau15487649,Wallcostajf,1
mariaau15487649,UdaJuris2022,1
mariaau15487649,RejaneBP38,1
mariaau15487649,MarloneBHMG,1
marileia2141,John_N4varro,1
marileia2141,MauricioCostaRS,1
marileia2141,UdaJuris2022,1
marinezteixeir1,Luisoli21929060,1
marioasouza72,queenvermelha13,1
marioasouza72,marcosaraujjoo,1
marioasouza72,kelvin_a10,1
marioasouza72,_Janoninho,1
marinezteixeir1,vanete_araujo,1
marinezteixeir1,botdosul,1
marinezteixeir1,UdaJuris2022,1
marinezteixeir1,Tio_Mou,1
marinezteixeir1,JoaquinTeixeira,1
marileia2141,linapaulaqueir1,1
marinezteixeir1,GleissonOpus,1
marinezteixeir1,Edu210670,1
marinacafadv,lazarorosa25,1
marinacafadv,cesarcalejon1,1
marileia2141,rexbonafide,1
marileia2141,psy_fps,1
marileia2141,martinha17_,1
marileia2141,marianelazaro,1
mariaau15487649,DadsDaughter777,1
maria_matsuoka,ApenasTruthNews,1
marhean40,lazarorosa25,1
maisamorp,edsozx,1
maranataoravemJ,BrunoCalixto22,1
mar_solceu,Danicarlasou,1
mar_solceu,CinthiaMagal,1
mandinhaeeyru,Suzano_info,1
mandinhaeeyru,DCDM115,1
mal_contado,vanzuty,1
mal_contado,Wallcostajf,1
mal_contado,Tio_Mou,1
maisamorp,_Janoninho,1
maratonmaia,Sampafalke,1
mafair12,MauricioCostaRS,1
mafair12,LuizAlb29422030,1
mae_tarjapreta,relidafernanda,1
mae_tarjapreta,queenvermelha13,1
mae_tarjapreta,lolaescreva,1
mae_tarjapreta,joaodomenech,1
mae_tarjapreta,DielNascimento4,1
madelcostas,lolaescreva,1
maranataoravemJ,Danicarlasou,1
marcelovelacb,JoaquinTeixeira,1
marhean40,joaodomenech,1
marcia_gueiros,lazarorosa25,1
marhean40,_Janoninho,1
marhean40,MarcelaSaraivas,1
marhean40,EdsonFilho74,1
marcio25_nh,_winston_br,1
marcio25_nh,MauricioCostaRS,1
marciacamargo12,DCDM115,1
marciacamargo12,CinthiaMagal,1
marcia_gueiros,marcosaraujjoo,1
marcia_gueiros,euailze,1
marcelovelacb,Luisoli21929060,1
marcia_gueiros,consallys,1
marcia_gueiros,cervejadgarrafa,1
marcia_gueiros,_Janoninho,1
marcia_gueiros,MarcelaSaraivas,1
marcia_gueiros,DREEZ_171,1
marcelovelacb,psy_fps,1
marcelovelacb,Wallcostajf,1
marcelovelacb,MarloneBHMG,1
lucas33074852,euailze,1
lucas33074852,claudiofalatudo,1
lucas33074852,cervejadgarrafa,1
lucas33074852,MarcelaSaraivas,1
larissasonielly,M_Cristian18,1
larissasonielly,DREEZ_171,1
laisrungria,aro_marcia,1
laisrungria,MrochaNysoft,1
laercioclp,vanzuty,1
laercioclp,sabinanogueira1,1
laercioclp,martinha17_,1
laercioclp,marianelazaro,1
laercioclp,mara_selma,1
laercioclp,izaiaasp,1
laercioclp,aurireis,1
laercioclp,Wagner_R_O,1
laercioclp,RozanaFranco,1
laercioclp,MauricioCostaRS,1
laercioclp,KaiolOof,1
laercioclp,John_N4varro,1
laercioclp,IvairSouza4,1
laercioclp,GleissonOpus,1
laercioclp,E_PaKabah,1
larissasonielly,MarcelaSaraivas,1
larissasonielly,cervejadgarrafa,1
larissasonielly,lazarorosa25,1
lelacohen,EMorengueira,1
lelacohen,Rickys_Ricardo3,1
lelacohen,Luisoli21929060,1
lelacohen,LeoniceMariana1,1
lelacohen,LeandroMTakano,1
lelacohen,Jouberth19,1
lelacohen,John_N4varro,1
lelacohen,JoaquinTeixeira,1
lelacohen,GleissonOpus,1
lelacohen,CinthiaMagal,1
leandrocozer,BrunoCalixto22,1
lelacohen,BrunoCalixto22,1
lelacohen,BolsonaroNews22,1
lelacohen,ApenasTruthNews,1
leandrocozer,um_forte,1
leandrocozer,marcoaurelio969,1
leandrocozer,Suzano_info,1
leandrocozer,JoaquinTeixeira,1
leandrocozer,Elainnefaria1,1
laercioclp,Douglasvet33,1
laercioclp,BrunoCalixto22,1
laercioclp,AspasDireita,1
katiymaia,lazarorosa25,1
kerssia10,DREEZ_171,1
keitiane_garcia,Suzano_info,1
keitiane_garcia,Luisoli21929060,1
keissy_karla,Luisoli21929060,1
keissy_karla,Kaiqueporto32,1
katiymaia,relidafernanda,1
katiymaia,marcosaraujjoo,1
katiymaia,lolaescreva,1
katiymaia,joaodomenech,1
kerssia10,consallys,1
katiymaia,CarlosS48442375,1
karineneves13ca,simonegmoreno,1
karineneves13ca,carloscdias,1
karineneves13ca,_Janoninho,1
karindelrio2904,Wallcostajf,1
karindelrio2904,Luisoli21929060,1
karindelrio2904,CinthiaMagal,1
juvenalcaon,claudiofalatudo,1
kerssia10,MarcelaSaraivas,1
kerssia10,euailze,1
laercioclp,AppelLuciano,1
klausadico,goncalves273,1
laercioclp,ApenasTruthNews,1
laercioclp,Andrisa01,1
l_katiuscia,Luisoli21929060,1
l_katiuscia,Kaiqueporto32,1
l_katiuscia,JoaquinTeixeira,1
l_katiuscia,Danicarlasou,1
klausadico,um_forte,1
klausadico,lugubremonotomo,1
klausadico,gabrielpaulo221,1
kerssia10,joaodomenech,1
klausadico,WillianWillCG,1
klausadico,Suzano_info,1
klausadico,MarloneBHMG,1
klausadico,KaiolOof,1
klausadico,CinthiaMagal,1
klausadico,BrunoCalixto22,1
klausadico,AppelLuciano,1
kerssia10,lazarorosa25,1
lelacohen,Suzano_info,1
lelacohen,THECarluxo,1
lelacohen,UdaJuris2022,1
lohanasantos90,joaodomenech,1
lore_instrutora,Wallcostajf,1
lore_instrutora,KaiolOof,1
lore_instrutora,Jouberth19,1
lore_instrutora,CinthiaMagal,1
lordeCollares,Suzano_info,1
lolloperez,MauricioCostaRS,1
lolloperez,Luisoli21929060,1
lohanasantos90,lazarorosa25,1
lohanasantos90,consallys,1
lorenai28604404,MarcianoBrito13,1
lohanasantos90,claudiofalatudo,1
lohanasantos90,MarcelaSaraivas,1
lizibschmitt,izaiaasp,1
lizibschmitt,IvairSouza4,1
lizibschmitt,GleissonOpus,1
lizibschmitt,Edu210670,1
liviacamis,carloscdias,1
liviacamis,_Janoninho,1
lorenai28604404,DREEZ_171,1
lorenai28604404,Robi73589635,1
lipecardoso_123,MauricioCostaRS,1
lublanche,JoaquinTeixeira,1
lucas33074852,DREEZ_171,1
lucami1100,John_N4varro,1
lucami1100,Danicarlasou,1
lucami1100,CinthiaMagal,1
lublanche,vanete_araujo,1
lublanche,Suzano_info,1
lublanche,MauricioCostaRS,1
lublanche,Luisoli21929060,1
lu_pollas,adrianomenino1,1
lorenai28604404,_Janoninho,1
lu_pollas,Suzano_info,1
lu_pollas,MarloneBHMG,1
lu_pollas,Lindasod,1
lu_pollas,LeoewalF,1
lorenai28604404,queenvermelha13,1
lorenai28604404,marcosaraujjoo,1
lorenai28604404,lazarorosa25,1
lorenai28604404,cervejadgarrafa,1
liviacamis,Mu29964508Marta,1
lipecardoso_123,Luisoli21929060,1
lelacohen,belcrischagas,1
lembrandoVoce,joaodomenech,1
leo2etil1,Karinegtoledo,1
leo2etil1,Kaiqueporto32,1
leo2etil1,John_N4varro,1
leo2etil1,FelipeFrazaorj,1
leo2etil1,BaraoFarias,1
lembrandoVoce,nadiaprado7,1
lembrandoVoce,marcosaraujjoo,1
lembrandoVoce,lazarorosa25,1
lembrandoVoce,euailze,1
leo2etil1,MauricioCostaRS,1
lembrandoVoce,cervejadgarrafa,1
lembrandoVoce,MarcelaSaraivas,1
lembrandoVoce,EdsonFilho74,1
lembrandoVoce,DREEZ_171,1
lelacohen,vanete_araujo,1
lelacohen,joelmonteyro,1
lelacohen,guto_mendez2,1
lelacohen,dilo234fmg,1
leo2etil1,Lindasod,1
leo2etil1,Tricolorspfc00,1
ligiamartalelis,JoaquinTeixeira,1
liberdadeaopovo,CinthiaMagal,1
lidibatidao,marcosaraujjoo,1
lidibatidao,lazarorosa25,1
libriana86,lidiacorrea20,1
libriana86,carloscdias,1
libriana86,Mu29964508Marta,1
liberdadeaopovo,Suzano_info,1
liberdadeaopovo,MauricioCostaRS,1
liberdadeaopovo,FelipZimmer,1
leo2etil1,vanzuty,1
leo2etil1,_winston_br,1
leo2etil1,mjmacul_lima,1
leo2etil1,martinha17_,1
leo2etil1,linapaulaqueir1,1
leo2etil1,joaovoltou,1
leo2etil1,izaiaasp,1
leo2etil1,eoliveira2003,1
leo2etil1,cardoso_boni,1
leo2etil1,alexfmotta,1
SapoBoidas12,MarloneBHMG,1
RosemarySantos,PalhaWill,1
SapoBoidas12,KaiolOof,1
DruzianMonica,NikoIasFerreira,1
DutraAquiles,_Janoninho,1
DutraAquiles,MarcelaSaraivas,1
DuasVezes1,sorayabborges,1
DuasVezes1,lazarorosa25,1
DuasVezes1,euailze,1
DuasVezes1,consallys,1
DuasVezes1,buarqueana13,1
Du4rteMarcio,vanzuty,1
Du4rteMarcio,vanete_araujo,1
Du4rteMarcio,euquerenh,1
Du4rteMarcio,Wallcostajf,1
Du4rteMarcio,UdaJuris2022,1
DruzianMonica,mjmacul_lima,1
DruzianMonica,marcoaurelio969,1
DruzianMonica,ddavidsantoss,1
DruzianMonica,danoskigil,1
DruzianMonica,alexfmotta,1
DruzianMonica,Wallcostajf,1
DruzianMonica,UdaJuris2022,1
DutraAquiles,cesarcalejon1,1
DutraAquiles,consallys,1
DutraAquiles,daniduncan,1
EMorengueira,Elainnefaria1,1
Ecletica1,CinthiaMagal,1
E_PaKabah,QuerenMenezes,1
E_PaKabah,Julyanaadm,1
ESm972,joaovoltou,1
ESm972,Wallcostajf,1
EMorengueira,Suzano_info,1
EMorengueira,JoaquinTeixeira,1
EMorengueira,FelipZimmer,1
EMelorini,_Janoninho,1
DutraAquiles,lazarorosa25,1
EAlvarrnga,Fiuzafirmao2,1
Duyoungit,nadiaprado7,1
Duyoungit,euailze,1
Duyoungit,cesarcalejon1,1
Duyoungit,cervejadgarrafa,1
Duyoungit,buarqueana13,1
Duyoungit,DielNascimento4,1
Duyoungit,DREEZ_171,1
DruzianMonica,PovoEosupremoBr,1
DruzianMonica,MarloneBHMG,1
DirceuCelini,rexbonafide,1
DruzianMonica,LuizAlb29422030,1
Doryssantos3,MauricioCostaRS,1
Doryssantos3,BrunoCalixto22,1
Dorasil76578668,vanzuty,1
Dorasil76578668,marianelazaro,1
Dorasil76578668,UdaJuris2022,1
Dorasil76578668,Luisoli21929060,1
Dorasil76578668,Kaiqueporto32,1
Dorasil76578668,DCDM115,1
DonizetePitondo,vanzuty,1
DonizetePitondo,LuizAlb29422030,1
DonizetePitondo,Kaiqueporto32,1
DonizetePitondo,Elainnefaria1,1
DonizetePitondo,Edu210670,1
DonizetePitondo,E_PaKabah,1
DonizetePitondo,Douglasvet33,1
Direita_Network,UdaJuris2022,1
Direita_Network,CinthiaMagal,1
DireitaForte21,MauricioCostaRS,1
DireitaForte21,JoaquinTeixeira,1
Douglas70211690,DCDM115,1
Douglas70211690,Danicarlasou,1
Dougz_CR,DCDM115,1
DruzianMonica,FranLSNeto,1
DruzianMonica,LucianaSV29,1
DruzianMonica,LidiaConta,1
DruzianMonica,Karinegtoledo,1
DruzianMonica,Kaiqueporto32,1
DruzianMonica,Jacariana,1
DruzianMonica,HelenaMeis,1
DruzianMonica,GgmAndrews,1
DruzianMonica,Gerlanecostaf,1
DruzianMonica,BrunoCalixto22,1
Dougz_CR,FelipZimmer,1
DruzianMonica,Amoresvidafeliz,1
Drey__Silva,UdaJuris2022,1
Drey__Silva,John_N4varro,1
Drey__Silva,Danicarlasou,1
Dougz_CR,WillianWillCG,1
Dougz_CR,Wallcostajf,1
Dougz_CR,Priscil10056408,1
Dougz_CR,JoaquinTeixeira,1
Ecletica1,Elainnefaria1,1
Ecletica1,EstelaEuMesmaSC,1
Ecletica1,FelipZimmer,1
Ecletica1,MarloneBHMG,1
Elianadiniz85,Lindasod,1
Elianadiniz85,LeoewalF,1
Elianadiniz85,LeandroMTakano,1
Elianadiniz85,JoaquinTeixeira,1
Elianadiniz85,GleissonOpus,1
Elianadiniz85,GgmAndrews,1
Elianadiniz85,Elainnefaria1,1
Elianadiniz85,Claudio25924351,1
Elianadiniz85,CinthiaMagal,1
Elianadiniz85,AspasDireita,1
Elianadiniz85,AlvesContabeis,1
EliArthur174,UdaJuris2022,1
ElaineC27682379,claudiofalatudo,1
ElaineC27682379,buarqueana13,1
ElaineA72327265,vanete_araujo,1
ElaineA72327265,alexfmotta,1
Elaine54826890,JoaquinTeixeira,1
Elaine54826890,FelipZimmer,1
EdvaldoEvangel9,Danicarlasou,1
Elianadiniz85,Luisoli21929060,1
Elianadiniz85,NikoIasFerreira,1
Elianadiniz85,SusiLoba,1
ElianeAugusta,cesarcalejon1,1
ElianeZandonadi,lazarorosa25,1
ElianeG33,BrunoCalixto22,1
ElianeF56160891,DCDM115,1
ElianeAugusta,nostrendsbrasil,1
ElianeAugusta,nadiaprado7,1
ElianeAugusta,joaodomenech,1
ElianeAugusta,euailze,1
ElianeAugusta,daniduncan,1
ElianeAugusta,cervejadgarrafa,1
Elianadiniz85,UdaJuris2022,1
ElianeAugusta,_Janoninho,1
ElianeAugusta,CornetaCritica,1
Elianadiniz85,linapaulaqueir1,1
Elianadiniz85,leojardels,1
Elianadiniz85,carlasonzaa,1
Elianadiniz85,camilapa21,1
Elianadiniz85,aro_marcia,1
Elianadiniz85,anascherer83,1
